0.0,0.0
1199.0,0.0
1.0,799.0
1198.0,799.0
876.5163,356.5074
309.36334,330.33014
71.04234,537.72754
292.94064,294.53632
982.57074,285.41168
444.73328,522.029
1027.5394,713.8316
857.98157,328.269
344.7082,280.23492
1099.4963,34.112167
9.931326,735.2779
528.74695,92.92679
37.600708,550.51324
1107.2533,143.87564
1154.5244,151.5469
960.9372,548.2997
524.2834,791.4995
977.6993,112.419365
258.2774,535.35986
1148.4176,313.67084
259.28873,208.11023
474.2429,552.5775
358.7328,167.03644
567.66077,232.26942
452.90573,132.82118
789.2213,471.27277
308.24725,658.7619
924.78455,592.1428
951.4827,799.15796
977.0032,571.573
1016.77344,485.486
595.74835,521.9282
586.74164,623.8328
300.18954,97.3846
904.2479,443.08377
263.94525,340.1625
582.615,266.98575
876.54987,126.37396
807.93256,33.31518
10.595942,621.92365
881.16754,781.39484
84.2464,364.36316
331.85635,79.02508
402.02567,56.753635
559.7081,527.9248
790.32697,767.104
804.8001,701.9323
544.07416,206.9704
59.24635,25.892162
812.38544,112.99
230.06409,749.2631
1037.5635,235.63028
329.9941,723.4295
705.7116,172.92113
64.55476,34.389923
869.9172,558.5605
1022.66034,14.337063
588.17334,371.19473
756.5249,160.54243
116.69948,785.03723
914.8325,694.3189
272.49878,603.9502
1100.5963,425.56558
903.01263,646.8396
59.78701,440.90405
870.54346,779.3515
35.49328,359.60287
988.3633,75.56882
680.61597,217.76123
1066.5532,266.35016
514.21124,226.49303
1189.7808,573.2746
205.6062,145.52141
626.3527,386.52316
1118.14,123.57025
46.642113,131.59108
1051.3511,547.62823
216.81511,756.1415
565.96124,343.46887
656.8296,189.73676
608.1258,171.14415
654.88416,483.27753
1184.9341,415.43518
277.5197,681.8926
567.6006,598.84357
1087.8488,747.4175
966.4799,122.55945
1085.074,109.62634
456.0138,10.334063
726.4869,136.70111
419.777,395.24432
427.1727,185.18877
396.47668,316.35004
1010.1199,690.56635
66.36672,510.13342
576.50665,526.663
1122.1232,81.77075
77.53894,93.23478
1085.5778,77.630325
1009.0121,546.10474
