0.0,0.0
1199.0,0.0
1.0,799.0
1198.0,799.0
876.4088,571.7332
512.81665,171.20581
755.39923,319.4754
31.676674,728.0248
226.82355,228.7757
52.21188,441.99704
521.75824,351.06543
804.0102,785.27124
426.3231,190.52982
1094.4958,283.0006
156.5958,416.0994
791.09204,726.0178
214.54718,281.5755
487.1479,34.336662
637.5973,575.57477
728.196,564.62305
1190.7657,623.0317
415.61993,493.03528
384.55804,235.72298
1104.359,17.697334
855.8368,662.3166
669.2734,64.083145
315.6405,594.97644
364.93063,686.58386
1152.9801,361.52252
254.28186,138.45229
499.0483,292.8767
283.27524,326.20062
1123.2245,642.03656
590.5208,392.15082
1150.5684,786.1061
941.52576,319.23508
321.57706,199.05997
562.3643,613.6981
907.03906,707.943
465.41785,619.54956
752.95746,438.6446
874.834,224.67332
440.49066,201.26186
233.71939,145.69945
664.6495,352.87
233.2323,24.695444
1009.4787,455.4584
551.1507,83.91652
936.9988,363.6176
496.29465,474.56476
314.85815,37.11624
205.24556,573.16315
653.87225,622.2077
795.9265,341.59827
20.482922,519.2736
196.47318,491.90146
1044.1453,248.37341
835.89526,292.73453
487.50778,390.8873
305.99155,790.12463
502.09116,763.37744
274.8908,651.2898
973.0562,317.36588
1148.5581,591.53955
1092.6356,133.74605
981.4662,471.64575
523.2165,96.42529
870.8433,623.3383
1052.7235,393.10797
195.66342,178.30759
850.458,235.34402
929.2919,214.18286
178.62439,297.12372
425.54913,702.6907
324.9233,435.9284
807.76263,676.3497
60.025764,489.27377
828.7528,58.920525
299.4625,252.94633
160.00865,182.17502
1115.1962,176.35861
247.6485,100.664856
394.37534,200.27327
172.00613,192.8316
121.737885,769.5933
991.43005,589.29376
557.4976,298.25186
1065.1843,429.21338
270.43747,716.9483
941.24634,652.4797
305.97696,552.79126
242.92616,757.536
87.70366,266.3771
856.49677,466.13513
295.69995,442.0082
63.69295,217.45644
379.79895,52.68345
191.10138,347.75516
565.16705,691.71765
673.6601,180.40433
113.02772,126.818275
4.881048,631.2571
13.054562,729.6772
488.20074,162.62737
1181.0326,99.29161
687.0441,548.68396
589.6429,712.5934
959.1083,287.12906
754.044,737.1935
194.21661,626.40674
1073.6625,445.94794
102.34351,777.8027
1138.8206,421.53033
502.19,37.524223
225.78935,248.49277
1183.7288,655.9805
1156.019,75.07229
662.1371,553.88153
80.04148,307.25168
749.3971,680.7557
914.83606,419.15952
131.51028,241.40363
1064.1041,674.22943
69.11481,521.763
941.99274,568.4386
275.92963,305.71533
563.5319,568.02094
361.1213,265.89456
869.5138,734.13617
442.17474,299.18304
833.5033,234.09038
893.7053,623.4627
119.25674,664.1208
1197.4248,164.83388
